cell_line,condition,score,type,label
Hela,KO1,0.10516,real,negative
Hela,WT2,0.52546304,real,negative
Hela,KO3,0.5312878,real,negative
PANC-1,OE1,0.008301732,real,negative
PANC-1,OE3,0.017093047,real,negative
Hela,WT3,0.2818831,real,negative
Hela,KO2,0.49176303,real,negative
Hela,WT2,0.22323921,real,negative
Hela,KO1,0.5332915,real,negative
Hela,KO1,0.2992975,real,negative
PANC-1,OE2,0.11537182,real,negative
Hela,WT2,0.26000485,real,negative
PANC-1,WT3,0.114945665,real,negative
PANC-1,WT1,0.008173003,real,negative
PANC-1,OE2,0.22778018,real,negative
Hela,WT1,0.5829596,real,negative
PANC-1,OE3,0.011054146,real,negative
PANC-1,WT1,0.027027747,real,negative
PANC-1,OE1,0.039128844,real,negative
PANC-1,OE2,0.003427967,real,negative
Hela,WT1,0.52694803,real,negative
PANC-1,WT3,0.95406175,real,positive
PANC-1,WT3,0.8691239,real,negative
PANC-1,OE1,0.027383747,real,negative
Hela,KO1,0.07292576,real,negative
PANC-1,WT3,0.53160965,real,negative
Hela,KO1,0.034836207,real,negative
Hela,KO1,0.67363584,real,negative
Hela,KO1,0.096854664,real,negative
Hela,WT3,0.081343524,real,negative
Hela,KO3,0.41452074,real,negative
PANC-1,OE2,0.0686791,real,negative
PANC-1,WT2,0.02106002,real,negative
Hela,WT2,0.8988329,real,negative
PANC-1,WT1,0.009835529,real,negative
Hela,KO3,0.007372017,real,negative
Hela,WT1,0.11272148,real,negative
PANC-1,OE2,0.004636638,real,negative
PANC-1,OE3,0.001277831,real,negative
PANC-1,WT3,0.001044975,real,negative
Hela,KO3,0.028083201,real,negative
PANC-1,WT2,0.01847754,real,negative
Hela,KO2,0.041293938,real,negative
PANC-1,OE1,0.022604492,real,negative
Hela,KO3,0.025092756,real,negative
Hela,KO2,0.46036,real,negative
Hela,WT3,0.018844927,real,negative
Hela,WT1,0.19060577,real,negative
Hela,KO2,0.2803999,real,negative
Hela,KO1,0.94885933,real,negative
PANC-1,OE3,0.13439836,real,negative
Hela,KO3,0.7272754,real,negative
Hela,WT2,0.9816414,real,negative
Hela,WT1,0.056904998,real,negative
Hela,KO3,0.31566152,real,negative
PANC-1,WT1,0.045300964,real,negative
PANC-1,WT2,0.01839172,real,negative
Hela,WT2,0.74723125,real,negative
Hela,WT3,0.491002,real,negative
Hela,KO2,0.71375823,real,negative
Hela,KO3,0.022611609,real,negative
Hela,KO3,0.001372888,real,negative
Hela,WT2,0.5966395,real,negative
Hela,WT3,0.62028164,real,negative
Hela,WT2,0.9944437,real,positive
PANC-1,WT1,0.007834173,real,negative
Hela,KO2,0.03364136,real,negative
Hela,WT1,0.026050394,real,negative
Hela,KO2,0.19189185,real,negative
Hela,KO3,0.40379202,real,negative
Hela,WT2,0.2351855,real,negative
Hela,WT3,0.0952645,real,negative
Hela,KO3,0.039462443,real,negative
PANC-1,WT3,0.275759,real,negative
Hela,KO1,0.04770393,real,negative
PANC-1,WT3,0.17504469,real,negative
Hela,WT3,0.18578312,real,negative
Hela,KO2,0.75709546,real,negative
PANC-1,WT2,0.10130168,real,negative
PANC-1,OE3,0.046049945,real,negative
Hela,WT3,0.9957457,real,positive
Hela,WT2,0.6429867,real,negative
PANC-1,OE3,0.0942397,real,negative
Hela,KO1,0.12564191,real,negative
Hela,WT2,0.0898756,real,negative
Hela,WT3,0.6358203,real,negative
Hela,KO3,0.026159815,real,negative
Hela,WT2,0.28364033,real,negative
PANC-1,OE2,0.030481825,real,negative
PANC-1,OE2,0.003349511,real,negative
Hela,KO2,0.10923625,real,negative
Hela,KO2,0.12577721,real,negative
PANC-1,WT1,0.004219275,real,negative
Hela,WT1,0.3859387,real,negative
Hela,KO2,0.77766365,real,negative
Hela,KO3,0.13301367,real,negative
Hela,WT1,0.732035,real,negative
Hela,KO3,0.9264072,real,negative
Hela,KO1,0.6079095,real,negative
PANC-1,OE2,0.000536064,real,negative
Hela,KO3,0.04319622,real,negative
PANC-1,OE1,0.24169369,real,negative
Hela,WT2,0.19504462,real,negative
Hela,WT3,0.35982582,real,negative
Hela,WT1,0.17967743,real,negative
Hela,KO2,0.7034995,real,negative
Hela,WT2,0.47780868,real,negative
Hela,WT2,0.036023457,real,negative
Hela,KO1,0.37111905,real,negative
Hela,WT1,0.30206874,real,negative
Hela,KO2,0.44020906,real,negative
Hela,WT1,0.50523555,real,negative
Hela,WT2,0.12540145,real,negative
PANC-1,OE1,0.021716693,real,negative
Hela,WT3,0.28008634,real,negative
PANC-1,OE1,0.037469372,real,negative
PANC-1,OE1,0.2055746,real,negative
PANC-1,OE3,0.000375759,real,negative
Hela,KO3,0.3165836,real,negative
PANC-1,WT1,0.035663888,real,negative
Hela,KO2,0.6998146,real,negative
PANC-1,OE2,0.027829597,real,negative
Hela,KO3,0.020013414,real,negative
Hela,KO2,0.85737747,real,negative
Hela,KO3,0.000642067,real,negative
Hela,WT2,0.005910741,real,negative
Hela,WT2,0.14692587,real,negative
Hela,KO1,0.8078305,real,negative
Hela,KO1,0.019100357,real,negative
PANC-1,OE1,0.06115297,real,negative
Hela,KO3,0.023044547,real,negative
PANC-1,OE3,0.21585795,real,negative
PANC-1,OE3,0.006887361,real,negative
Hela,KO3,0.03189387,real,negative
Hela,WT1,0.19534872,real,negative
Hela,WT1,0.018442638,real,negative
PANC-1,WT2,0.000273505,real,negative
Hela,WT3,0.9456366,real,negative
Hela,KO1,0.6138353,real,positive
PANC-1,OE2,0.410863,real,negative
PANC-1,OE1,0.001289734,real,negative
PANC-1,WT3,0.0040377,real,negative
PANC-1,WT1,0.023677705,real,negative
PANC-1,OE3,0.008545679,real,negative
PANC-1,WT2,0.007944816,real,negative
PANC-1,OE2,0.005217732,real,negative
Hela,KO2,0.92201465,real,negative
Hela,WT2,0.124836035,real,negative
PANC-1,OE3,0.010236836,real,negative
Hela,KO1,0.22913264,real,negative
Hela,KO1,0.7374502,real,negative
Hela,WT1,0.013921834,real,negative
Hela,KO2,0.84246266,real,negative
PANC-1,OE3,0.061105963,real,negative
Hela,KO2,0.80462873,real,negative
PANC-1,OE3,0.015274627,real,negative
PANC-1,OE1,0.4101955,real,negative
Hela,WT1,0.12990083,real,negative
PANC-1,OE1,0.003640457,real,negative
PANC-1,WT2,0.040782593,real,negative
Hela,WT1,0.20860225,real,negative
Hela,KO2,0.039827697,real,negative
PANC-1,WT3,0.001700467,real,negative
PANC-1,OE2,0.073799476,real,negative
Hela,KO1,0.048265066,real,negative
PANC-1,OE1,0.051300433,real,negative
Hela,KO3,0.60928667,real,negative
PANC-1,OE1,0.005984819,real,negative
Hela,WT3,0.316939,real,negative
PANC-1,OE3,0.011331401,real,negative
Hela,KO3,0.13144082,real,negative
Hela,KO2,0.7320658,real,negative
Hela,KO3,0.047736946,real,negative
PANC-1,WT1,0.04137493,real,negative
PANC-1,WT3,0.001569214,real,negative
Hela,KO2,0.22253786,real,negative
PANC-1,OE2,0.014540232,real,negative
Hela,WT3,0.973827,real,negative
PANC-1,WT3,0.093913086,real,negative
Hela,KO2,0.029211383,real,negative
PANC-1,WT2,0.001115745,real,negative
PANC-1,WT2,0.9024398,real,negative
Hela,WT2,0.39174613,real,negative
PANC-1,OE1,0.003903184,real,negative
Hela,KO1,0.3749667,real,negative
Hela,KO1,0.49870166,real,negative
Hela,WT2,0.76851,real,negative
PANC-1,WT2,0.01854163,real,negative
PANC-1,WT2,0.000260136,real,negative
Hela,WT3,0.017241945,real,negative
Hela,KO2,0.08763967,real,negative
Hela,WT1,0.046544727,real,negative
PANC-1,OE2,0.042050436,real,negative
Hela,WT2,0.009946655,real,negative
PANC-1,WT3,0.81388384,real,negative
Hela,KO3,0.36310083,real,negative
PANC-1,WT3,0.001602716,real,negative
PANC-1,OE1,0.015875945,real,negative
PANC-1,OE1,0.012181118,real,negative
PANC-1,WT2,0.027544063,real,negative
PANC-1,OE1,0.021976918,real,negative
PANC-1,WT2,0.061386224,real,negative
Hela,KO2,0.007448884,real,negative
Hela,WT2,0.03537567,real,negative
Hela,WT2,0.015512485,real,negative
Hela,KO3,0.009231469,real,negative
Hela,WT2,0.18474136,real,negative
Hela,WT3,0.13033997,real,negative
Hela,WT3,0.6297317,real,negative
Hela,WT3,0.0997777,real,negative
PANC-1,WT2,0.009628699,real,negative
Hela,KO2,0.022123825,real,negative
Hela,KO3,0.25827584,real,negative
PANC-1,WT1,0.23956046,real,negative
PANC-1,WT1,0.00863074,real,negative
PANC-1,WT1,0.005612386,real,negative
Hela,KO1,0.74338305,real,positive
PANC-1,OE2,0.005346181,real,negative
Hela,WT2,0.09909176,real,negative
Hela,KO3,0.24918903,real,negative
PANC-1,OE2,0.00486771,real,negative
Hela,KO1,0.30465648,real,negative
PANC-1,OE2,0.38321468,real,negative
Hela,KO3,0.028116833,real,negative
PANC-1,WT1,0.07462363,real,negative
PANC-1,OE1,0.11388301,real,negative
Hela,KO2,0.37219948,real,negative
PANC-1,OE3,0.018413384,real,negative
Hela,WT2,0.7367178,real,negative
PANC-1,WT2,0.009936667,real,negative
PANC-1,WT3,0.003010052,real,negative
Hela,KO1,0.10509639,real,negative
Hela,KO2,0.1538018,real,negative
Hela,WT2,0.8088044,real,negative
PANC-1,WT2,0.63458806,real,negative
PANC-1,WT1,0.02489643,real,negative
Hela,WT1,0.95395315,real,negative
Hela,KO1,0.54722774,real,negative
Hela,KO2,0.032975566,real,negative
PANC-1,WT1,0.001751006,real,negative
Hela,KO3,0.15624996,real,negative
PANC-1,WT3,0.14649044,real,negative
Hela,WT2,0.11240235,real,negative
PANC-1,WT2,0.41658694,real,negative
PANC-1,WT1,0.80471087,real,negative
PANC-1,OE1,0.001635961,real,negative
Hela,KO1,0.3805043,real,negative
PANC-1,OE3,0.043629877,real,negative
PANC-1,OE3,0.055206288,real,negative
Hela,KO1,0.969688,real,positive
PANC-1,WT2,0.000405436,real,negative
PANC-1,OE2,0.001459017,real,negative
PANC-1,OE1,0.002606046,real,negative
Hela,KO2,0.056180265,real,negative
PANC-1,OE2,0.006583709,real,negative
PANC-1,OE3,0.004253184,real,negative
Hela,KO1,0.048112057,real,negative
PANC-1,WT3,0.01861923,real,negative
PANC-1,OE2,0.033951588,real,negative
Hela,WT1,0.10742049,real,negative
Hela,KO3,0.02511854,real,negative
PANC-1,WT2,0.16891387,real,negative
Hela,WT2,0.06478969,real,negative
PANC-1,WT1,0.00560385,real,negative
PANC-1,WT2,0.002536005,real,negative
PANC-1,OE2,0.001257442,real,negative
Hela,WT3,0.6146047,real,negative
Hela,KO1,0.017673226,real,negative
PANC-1,WT3,0.00131183,real,negative
Hela,WT1,0.13868722,real,negative
PANC-1,WT3,0.02260564,real,negative
Hela,KO2,0.010566884,real,negative
PANC-1,OE1,0.013973602,real,negative
PANC-1,OE1,0.009070359,real,negative
Hela,KO2,0.17510475,real,negative
PANC-1,OE2,0.003922782,real,negative
Hela,KO3,0.6547538,real,negative
PANC-1,OE1,0.017020728,real,negative
PANC-1,OE2,0.00095036,real,negative
Hela,WT2,0.040622033,real,negative
PANC-1,OE1,0.23931058,real,negative
PANC-1,WT2,0.064837225,real,negative
Hela,WT1,0.97335464,real,positive
PANC-1,WT3,0.00237819,real,negative
PANC-1,OE2,0.013060903,real,negative
Hela,WT1,0.64719105,real,negative
PANC-1,OE3,0.03494735,real,negative
PANC-1,WT2,0.005369012,real,negative
Hela,WT3,0.68479604,real,negative
PANC-1,OE2,0.14826523,real,negative
Hela,KO3,0.68375313,real,negative
PANC-1,WT3,0.048738744,real,negative
PANC-1,OE3,0.071073905,real,negative
PANC-1,WT1,0.21604791,real,negative
PANC-1,WT1,0.10014774,real,negative
Hela,WT1,0.49385226,real,negative
Hela,WT2,0.30814195,real,negative
PANC-1,OE2,0.002310955,real,negative
PANC-1,WT3,0.000511169,real,negative
PANC-1,OE3,0.082232475,real,negative
PANC-1,OE3,0.036332496,real,negative
PANC-1,OE1,0.034038465,real,negative
PANC-1,WT3,0.10870232,real,negative
PANC-1,WT3,0.000392409,real,negative
Hela,KO3,0.5968667,real,negative
PANC-1,OE1,0.011097779,real,negative
PANC-1,WT3,0.60688573,real,negative
Hela,KO3,0.13665804,real,negative
PANC-1,WT2,0.14851213,real,negative
Hela,WT1,0.005470543,real,negative
PANC-1,OE1,0.005370291,real,negative
Hela,WT1,0.19000518,real,negative
Hela,WT3,0.76246977,real,negative
Hela,KO2,0.005223083,real,negative
PANC-1,WT3,0.14210127,real,negative
PANC-1,WT1,0.0004163,real,negative
Hela,KO1,0.09239664,real,negative
Hela,KO3,0.09013459,real,negative
PANC-1,WT1,0.008367066,real,negative
PANC-1,OE3,0.05387527,real,negative
PANC-1,WT1,0.8792972,real,negative
PANC-1,WT2,0.24455431,real,negative
Hela,KO2,0.7748948,real,negative
Hela,WT2,0.7967718,real,negative
PANC-1,WT2,0.094548285,real,negative
Hela,WT1,0.008176089,real,negative
PANC-1,WT1,0.022033501,real,negative
Hela,WT3,0.02158566,real,negative
PANC-1,OE3,0.244657,real,negative
Hela,KO2,0.008325115,real,negative
PANC-1,OE1,0.021783132,real,negative
Hela,KO2,0.079199575,real,negative
Hela,KO3,0.025266454,real,negative
Hela,WT2,0.9968964,real,negative
Hela,WT3,0.8300769,real,negative
PANC-1,OE3,0.002156262,real,negative
PANC-1,WT2,0.002504041,real,negative
PANC-1,OE1,0.028938197,real,negative
Hela,KO1,0.26216522,real,negative
Hela,WT3,0.09126726,real,negative
PANC-1,WT2,0.026214551,real,negative
Hela,WT3,0.7366504,real,negative
PANC-1,WT1,0.004677121,real,negative
PANC-1,OE2,0.0013452,real,negative
PANC-1,OE2,0.005323482,real,negative
Hela,WT2,0.02218897,real,negative
PANC-1,WT1,0.00356585,real,negative
PANC-1,OE1,0.000521335,real,negative
Hela,WT3,0.059084542,real,negative
Hela,KO3,0.18429476,real,negative
PANC-1,WT2,0.001183243,real,negative
Hela,KO3,0.84688604,real,negative
PANC-1,WT1,0.025035383,real,negative
Hela,WT3,0.981142,real,positive
PANC-1,OE3,0.3519117,real,negative
PANC-1,WT2,0.000806003,real,negative
PANC-1,WT2,0.001402937,real,negative
PANC-1,OE1,0.012599842,real,negative
Hela,WT3,0.002293364,real,negative
PANC-1,WT1,0.06595062,real,negative
Hela,WT1,0.20416203,real,negative
PANC-1,OE2,0.9038523,real,negative
Hela,KO2,0.8290394,real,negative
Hela,KO3,0.3548165,real,negative
Hela,KO3,0.06202544,real,negative
PANC-1,OE3,0.01107976,real,negative
Hela,KO1,0.03337619,real,negative
Hela,WT1,0.14145294,real,negative
Hela,WT3,0.8763967,real,positive
Hela,KO3,0.78495115,real,negative
Hela,WT3,0.06483036,real,negative
PANC-1,OE3,0.002004188,real,negative
Hela,KO2,0.038936485,real,negative
PANC-1,OE1,0.18621254,real,negative
Hela,KO2,0.6461774,real,negative
Hela,WT3,0.3183135,real,negative
Hela,KO2,0.7288574,real,negative
Hela,KO1,0.96276766,real,positive
PANC-1,OE2,0.029747583,real,negative
PANC-1,OE2,0.09594511,real,negative
PANC-1,OE3,0.75642955,real,negative
Hela,WT2,0.3178895,real,negative
Hela,WT2,0.9202391,real,negative
PANC-1,OE2,0.10181765,real,negative
Hela,WT1,0.22287607,real,negative
PANC-1,OE1,0.00143025,real,negative
Hela,WT3,0.047623757,real,negative
PANC-1,OE1,0.044051487,real,negative
Hela,KO1,0.046746276,real,negative
PANC-1,OE2,0.00228537,real,negative
Hela,WT3,0.024430761,real,negative
PANC-1,WT2,0.05788086,real,negative
PANC-1,OE1,0.006498436,real,negative
Hela,WT1,0.97263116,real,negative
PANC-1,OE2,0.009261378,real,negative
Hela,KO3,0.192292,real,negative
PANC-1,WT3,0.014352354,real,negative
PANC-1,OE2,0.020720229,real,negative
PANC-1,WT1,0.015903823,real,negative
PANC-1,WT2,0.00619634,real,negative
Hela,WT3,0.59474105,real,negative
PANC-1,WT3,0.00700282,real,negative
PANC-1,OE2,0.20213962,real,negative
Hela,KO1,0.86161166,real,negative
Hela,KO2,0.095519885,real,negative
PANC-1,OE3,0.1425299,real,negative
PANC-1,WT3,0.2630847,real,negative
Hela,WT2,0.1959236,real,negative
PANC-1,WT3,0.00147708,real,negative
PANC-1,OE2,0.5008421,real,negative
Hela,WT1,0.048183188,real,negative
PANC-1,WT3,0.001028334,real,negative
Hela,KO3,0.6669092,real,negative
Hela,KO3,0.20576912,real,negative
PANC-1,WT1,0.26828253,real,negative
PANC-1,WT2,0.54328376,real,negative
PANC-1,OE1,0.09089248,real,negative
PANC-1,WT1,0.00291023,real,negative
PANC-1,WT3,0.015488197,real,negative
PANC-1,WT2,0.005012522,real,negative
PANC-1,OE2,0.048875187,real,negative
Hela,KO1,0.031727485,real,negative
PANC-1,WT1,0.021679157,real,negative
PANC-1,WT2,0.46348247,real,negative
Hela,WT3,0.5045917,real,negative
PANC-1,WT1,0.046640486,real,negative
Hela,WT2,0.2737817,real,negative
PANC-1,OE2,0.02205042,real,negative
PANC-1,OE1,0.000684887,real,negative
PANC-1,OE3,0.3383331,real,negative
Hela,KO2,0.5489955,real,negative
PANC-1,OE3,0.03316265,real,negative
Hela,WT1,0.4424657,real,negative
PANC-1,WT3,0.39220583,real,negative
Hela,KO2,0.41304255,real,negative
Hela,WT1,0.26726916,real,negative
PANC-1,OE2,0.007006974,real,negative
Hela,KO3,0.8438939,real,negative
PANC-1,WT2,0.023842823,real,negative
PANC-1,OE2,0.017365597,real,negative
PANC-1,WT2,0.008170974,real,negative
Hela,KO2,0.7974549,real,negative
Hela,WT3,0.26788554,real,negative
PANC-1,OE1,0.000111036,real,negative
Hela,KO2,0.9207701,real,negative
PANC-1,OE2,0.017783646,real,negative
Hela,KO1,0.1911595,real,negative
PANC-1,OE3,0.018626869,real,negative
Hela,KO1,0.20356907,real,negative
PANC-1,WT2,0.014925049,real,negative
PANC-1,WT1,0.01572098,real,negative
PANC-1,WT1,0.1284216,real,negative
PANC-1,WT3,0.046579294,real,negative
Hela,KO3,0.1405316,real,negative
PANC-1,OE1,0.095437415,real,negative
Hela,WT1,0.8463107,real,negative
PANC-1,OE2,0.02530998,real,negative
PANC-1,OE1,0.0008643,real,negative
Hela,WT3,0.7866507,real,negative
Hela,WT1,0.17603531,real,negative
PANC-1,WT3,0.000486203,real,negative
Hela,KO3,0.45229048,real,negative
PANC-1,WT3,0.003921249,real,negative
PANC-1,WT3,0.025254788,real,negative
Hela,KO3,0.025772087,real,negative
PANC-1,OE2,0.000290726,real,negative
Hela,WT1,0.19474952,real,negative
PANC-1,WT1,0.68874115,real,negative
Hela,KO1,0.061960377,real,negative
PANC-1,WT1,0.012720236,real,negative
PANC-1,WT1,0.23523341,real,negative
Hela,WT2,0.12149419,real,negative
Hela,KO3,0.13237122,real,negative
Hela,WT1,0.82908213,real,negative
PANC-1,WT2,0.07022568,real,negative
PANC-1,WT1,0.002036341,real,negative
PANC-1,OE1,0.18094762,real,negative
Hela,KO2,0.50986785,real,negative
Hela,WT2,0.039559465,real,negative
Hela,WT1,0.7162753,real,negative
PANC-1,WT3,0.24602081,real,negative
PANC-1,WT2,0.002615938,real,negative
Hela,WT1,0.123004876,real,negative
PANC-1,WT2,0.002686419,real,negative
Hela,WT1,0.54969037,real,negative
Hela,WT3,0.03274262,real,negative
Hela,WT3,0.9782286,real,negative
Hela,WT2,0.0012631,real,negative
Hela,KO3,0.111819625,real,negative
PANC-1,OE1,0.004034897,real,negative
PANC-1,OE1,0.012005807,real,negative
PANC-1,WT3,0.01042091,real,negative
PANC-1,WT1,0.008244308,real,negative
Hela,WT3,0.35701397,real,negative
Hela,WT2,0.22463915,real,negative
PANC-1,OE3,0.08798146,real,negative
PANC-1,OE3,0.036492016,real,negative
Hela,WT3,0.65597844,real,negative
PANC-1,WT3,0.004120384,real,negative
PANC-1,WT1,0.07004767,real,negative
PANC-1,OE2,0.008389981,real,negative
PANC-1,OE3,0.007667351,real,negative
Hela,KO1,0.17061193,real,negative
PANC-1,OE1,0.00272454,real,negative
PANC-1,WT3,0.012162738,real,negative
Hela,WT3,0.10753013,real,negative
Hela,KO2,0.18103962,real,negative
PANC-1,OE1,0.040000156,real,negative
PANC-1,OE1,0.0311038,real,negative
PANC-1,WT3,0.02838777,real,negative
Hela,KO3,0.22187553,real,negative
Hela,KO2,0.6738696,real,negative
Hela,KO2,0.014327552,real,negative
Hela,KO3,0.33908826,real,negative
PANC-1,OE1,0.008047457,real,negative
PANC-1,OE1,0.014654901,real,negative
Hela,KO3,0.9327237,real,negative
PANC-1,WT2,0.003990553,real,negative
Hela,WT1,0.18884927,real,negative
PANC-1,OE2,0.59397376,real,negative
PANC-1,WT1,0.024916233,real,negative
Hela,KO3,0.23064159,real,negative
Hela,WT2,0.02012886,real,negative
Hela,WT1,0.001864793,real,negative
Hela,WT1,0.001320439,real,negative
PANC-1,OE1,0.003012328,real,negative
Hela,KO1,0.38712448,real,negative
Hela,WT3,0.20782214,real,negative
Hela,WT3,0.003839342,real,negative
PANC-1,OE1,0.4060953,real,negative
Hela,WT2,0.90222925,real,negative
PANC-1,WT3,0.014269709,real,negative
PANC-1,WT3,0.002700632,real,negative
PANC-1,WT3,0.001374638,real,negative
Hela,WT1,0.46022296,real,negative
PANC-1,OE3,0.000641649,real,negative
Hela,WT1,0.8828266,real,negative
Hela,KO2,0.11939896,real,negative
PANC-1,WT2,0.002677549,real,negative
PANC-1,OE3,0.017519247,real,negative
PANC-1,OE2,0.1555632,real,negative
Hela,KO3,0.09236058,real,negative
Hela,WT1,0.24020216,real,negative
Hela,WT2,0.86530185,real,negative
PANC-1,WT2,0.7412387,real,negative
Hela,WT2,0.20520175,real,negative
Hela,WT3,0.28942418,real,negative
Hela,KO2,0.16570802,real,negative
Hela,KO2,0.025472242,real,negative
Hela,KO3,0.4791813,real,negative
PANC-1,OE1,0.008870194,real,negative
PANC-1,OE3,0.16357417,real,negative
PANC-1,OE1,0.027790643,real,negative
Hela,KO1,0.006609432,real,negative
PANC-1,OE2,0.07050574,real,negative
Hela,KO3,0.000659765,real,negative
Hela,KO3,0.003791886,real,negative
Hela,WT2,0.06474875,real,negative
PANC-1,WT1,0.10369673,real,negative
Hela,WT1,0.102151625,real,negative
Hela,KO1,0.24702495,real,negative
Hela,KO1,0.09005811,real,negative
Hela,KO1,0.57261753,real,negative
Hela,WT3,0.16846795,real,negative
Hela,WT3,0.48017338,real,negative
Hela,WT1,0.12413432,real,negative
PANC-1,OE1,0.001747241,real,negative
Hela,WT2,0.14643158,real,negative
Hela,KO1,0.00853634,real,negative
Hela,KO3,0.30559736,real,negative
PANC-1,OE2,0.014722096,real,negative
Hela,WT3,0.18553045,real,negative
Hela,WT1,0.5610114,real,negative
PANC-1,OE1,0.002437278,real,negative
Hela,KO1,0.9212837,real,negative
PANC-1,WT1,0.0790984,real,negative
PANC-1,OE3,0.006839488,real,negative
Hela,WT2,0.046189077,real,negative
PANC-1,WT3,0.0439685,real,negative
PANC-1,OE1,0.28312016,real,negative
Hela,KO3,0.6680519,real,negative
PANC-1,WT3,0.382313,real,negative
PANC-1,OE2,0.002259002,real,negative
PANC-1,WT2,0.15039623,real,negative
PANC-1,WT2,0.124522746,real,negative
Hela,KO1,0.54471445,real,negative
Hela,WT2,0.040054813,real,negative
Hela,WT1,0.053894643,real,negative
Hela,WT3,0.14177439,real,negative
Hela,KO1,0.18409735,real,negative
Hela,KO3,0.013835768,real,negative
PANC-1,WT1,0.0404091,real,negative
Hela,WT3,0.447789,real,negative
Hela,WT2,0.17561568,real,negative
PANC-1,WT3,0.45344752,real,negative
Hela,KO2,0.539702,real,negative
Hela,WT3,0.61510086,real,negative
PANC-1,OE3,0.039817896,real,negative
PANC-1,WT1,0.63994384,real,negative
Hela,WT1,0.76106215,real,negative
PANC-1,OE3,0.003158387,real,negative
PANC-1,WT3,0.026490211,real,negative
Hela,WT1,0.035802744,real,negative
Hela,KO2,0.05513258,real,negative
PANC-1,WT2,0.08135533,real,negative
PANC-1,OE2,0.016410321,real,negative
PANC-1,OE2,0.1068658,real,negative
PANC-1,WT2,0.3375104,real,negative
Hela,KO1,0.9540545,real,positive
PANC-1,WT3,0.002346098,real,negative
PANC-1,OE1,0.002854667,real,negative
PANC-1,WT2,0.031003013,real,negative
PANC-1,WT3,0.0767137,real,negative
Hela,KO3,0.062374122,real,negative
PANC-1,OE2,0.000373736,real,negative
Hela,WT3,0.095294215,real,negative
Hela,WT1,0.14564501,real,negative
PANC-1,WT1,0.22797208,real,negative
PANC-1,OE3,0.018296989,real,negative
Hela,KO2,0.43342343,real,negative
PANC-1,WT1,0.37214518,real,negative
PANC-1,OE1,0.013398805,real,negative
PANC-1,WT2,0.33033404,real,negative
Hela,KO3,0.33199877,real,negative
Hela,KO3,0.006903789,real,negative
PANC-1,WT2,0.08690568,real,negative
Hela,KO3,0.8451311,real,negative
PANC-1,OE1,0.00903708,real,negative
Hela,WT2,0.006669077,real,negative
PANC-1,WT1,0.007668382,real,negative
PANC-1,WT2,0.014833733,real,negative
Hela,KO3,0.15306509,real,negative
Hela,KO1,0.65306145,real,negative
PANC-1,WT1,0.19369575,real,negative
Hela,WT1,0.34044394,real,negative
PANC-1,OE2,0.001898444,real,negative
PANC-1,WT1,0.08637183,real,negative
Hela,WT1,0.8540983,real,negative
Hela,WT3,0.39674532,real,negative
Hela,KO1,0.32050452,real,negative
Hela,KO2,0.10274717,real,negative
Hela,WT2,0.089817114,real,negative
Hela,KO1,0.39200348,real,negative
PANC-1,OE3,0.12660658,real,negative
PANC-1,OE2,0.007286479,real,negative
Hela,WT1,0.7192978,real,negative
Hela,KO3,0.006247518,real,negative
Hela,KO3,0.9748419,real,positive
Hela,WT3,0.02782564,real,negative
Hela,KO2,0.18076429,real,negative
PANC-1,OE2,0.09306753,real,negative
Hela,KO2,0.8583598,real,negative
Hela,KO2,0.58536816,real,negative
PANC-1,WT1,0.037059307,real,negative
Hela,WT2,0.001328901,real,negative
PANC-1,WT3,0.65123,real,negative
Hela,KO3,0.06552285,real,negative
Hela,KO1,0.39472187,real,negative
PANC-1,OE3,0.047545604,real,negative
Hela,WT3,0.9815486,real,positive
PANC-1,WT3,0.005719474,real,negative
Hela,KO3,0.10705533,real,negative
PANC-1,OE2,0.030635314,real,negative
Hela,KO1,0.79013085,real,negative
Hela,WT2,0.4302276,real,negative
PANC-1,WT1,0.034617063,real,negative
PANC-1,OE2,0.004851117,real,negative
PANC-1,OE1,0.003839025,real,negative
Hela,WT3,0.7018915,real,negative
Hela,KO1,0.8632631,real,negative
Hela,KO3,0.2662872,real,negative
Hela,WT1,0.15646794,real,negative
PANC-1,OE1,0.03414383,real,negative
PANC-1,WT2,0.005493988,real,negative
Hela,WT3,0.13671227,real,negative
Hela,KO1,0.6101569,real,negative
Hela,KO3,0.9927327,real,positive
Hela,WT3,0.007201778,real,negative
PANC-1,OE1,0.020761408,real,negative
PANC-1,OE2,0.11258149,real,negative
PANC-1,WT1,0.002478092,real,negative
PANC-1,OE2,0.08231867,real,negative
Hela,WT2,0.5790421,real,negative
Hela,KO2,0.05239334,real,negative
PANC-1,OE1,0.001656723,real,negative
PANC-1,OE3,0.007877989,real,negative
Hela,WT2,0.63677824,real,negative
Hela,KO1,0.09913687,real,negative
Hela,WT1,0.15681486,real,negative
PANC-1,WT1,0.09040941,real,negative
PANC-1,OE2,0.11378479,real,negative
Hela,KO2,0.46419382,real,negative
Hela,KO1,0.08213544,real,negative
PANC-1,WT3,0.007615417,real,negative
Hela,WT1,0.8381098,real,negative
PANC-1,WT2,0.02118366,real,negative
PANC-1,WT3,0.22589763,real,negative
Hela,KO3,0.7653556,real,negative
Hela,WT1,0.8965985,real,negative
Hela,WT1,0.02026247,real,negative
Hela,KO1,0.06298317,real,negative
