cell_line,condition,score,type,label
Hela,WT3,0.97549236,real,negative
Hela,KO1,0.10560711,real,negative
PANC-1,OE2,0.007649211,real,negative
Hela,WT1,0.005506406,real,negative
Hela,WT2,0.34907874,real,negative
PANC-1,OE1,0.017401924,real,negative
PANC-1,OE1,0.07711715,real,negative
PANC-1,OE1,0.024458652,real,negative
Hela,KO2,0.45556194,real,negative
PANC-1,OE1,0.017395092,real,negative
Hela,WT2,0.27458832,real,negative
PANC-1,WT3,0.018611647,real,negative
PANC-1,WT3,0.47815385,real,negative
PANC-1,OE2,0.027742807,real,negative
Hela,WT2,0.048769232,real,negative
PANC-1,WT2,0.001191731,real,negative
Hela,KO2,0.22104985,real,negative
Hela,KO3,0.15140072,real,negative
Hela,WT1,0.96657205,real,negative
Hela,KO2,0.5429425,real,negative
Hela,KO1,0.33214337,real,negative
PANC-1,OE3,0.00601331,real,negative
PANC-1,OE2,0.46608555,real,negative
PANC-1,WT1,0.28074747,real,negative
Hela,WT2,0.717424,real,negative
Hela,WT3,0.17770949,real,negative
PANC-1,WT3,0.24152362,real,negative
PANC-1,WT2,0.0003849,real,negative
PANC-1,WT3,0.017996287,real,negative
PANC-1,OE1,0.000496525,real,negative
Hela,KO2,0.70670134,real,negative
PANC-1,WT2,0.005285797,real,negative
PANC-1,OE3,0.001159821,real,negative
PANC-1,WT1,0.08599106,real,negative
Hela,WT3,0.41394496,real,negative
Hela,WT3,0.25898936,real,negative
PANC-1,WT1,0.06293572,real,negative
Hela,WT2,0.9436189,real,negative
Hela,WT3,0.4927419,real,negative
PANC-1,WT1,0.004455557,real,negative
PANC-1,WT1,0.012595056,real,negative
Hela,KO1,0.29537708,real,negative
Hela,KO2,0.29978785,real,negative
Hela,WT1,0.039988372,real,negative
Hela,WT2,0.031784113,real,negative
Hela,WT2,0.11695742,real,negative
Hela,WT2,0.21480902,real,negative
Hela,KO3,0.56273174,real,negative
PANC-1,OE3,0.004346365,real,negative
PANC-1,OE3,0.006578023,real,negative
Hela,KO2,0.1043896,real,negative
Hela,WT1,0.3035061,real,negative
PANC-1,OE3,0.00447036,real,negative
Hela,WT1,0.20520827,real,negative
PANC-1,OE1,0.00445731,real,negative
PANC-1,OE1,0.003588005,real,negative
PANC-1,WT2,0.001267111,real,negative
Hela,KO3,0.78444797,real,negative
Hela,KO1,0.4576016,real,negative
Hela,KO2,0.31483793,real,negative
Hela,WT2,0.17021103,real,negative
Hela,WT1,0.13331582,real,negative
Hela,WT1,0.9119009,real,negative
Hela,KO3,0.023214612,real,negative
PANC-1,WT2,0.10980654,real,negative
PANC-1,OE1,0.07540682,real,negative
Hela,KO1,0.08141276,real,negative
PANC-1,WT2,0.40838605,real,negative
Hela,KO3,0.104691416,real,negative
PANC-1,WT1,0.002871546,real,negative
Hela,KO3,0.002769554,real,negative
Hela,KO2,0.379097,real,negative
Hela,KO1,0.34244397,real,negative
PANC-1,WT1,0.015344975,real,negative
Hela,KO3,0.06804151,real,negative
Hela,WT3,0.6079176,real,positive
Hela,WT1,0.1910473,real,negative
PANC-1,WT3,0.007995631,real,negative
Hela,WT3,0.048862223,real,negative
PANC-1,OE1,0.14781083,real,negative
PANC-1,OE3,0.031277377,real,negative
PANC-1,WT1,0.000523232,real,negative
Hela,KO3,0.80911684,real,negative
PANC-1,WT1,0.11718418,real,negative
PANC-1,WT3,0.12849313,real,negative
Hela,KO1,0.107509956,real,negative
PANC-1,OE2,0.21936764,real,negative
PANC-1,OE3,0.19113304,real,negative
PANC-1,OE2,0.000520111,real,negative
Hela,KO2,0.055412956,real,negative
Hela,WT3,0.000789512,real,negative
Hela,KO2,0.27037895,real,negative
Hela,KO2,0.44836146,real,negative
Hela,WT3,0.01563115,real,negative
PANC-1,OE1,0.001077395,real,negative
Hela,WT3,0.056536153,real,negative
Hela,KO1,0.1511437,real,negative
Hela,KO2,0.75457656,real,negative
Hela,KO1,0.02846985,real,negative
Hela,KO2,0.77576524,real,negative
Hela,WT1,0.10016709,real,negative
Hela,KO1,0.002037469,real,negative
Hela,KO2,0.15264146,real,negative
Hela,KO2,0.03232096,real,negative
Hela,WT3,0.9499452,real,negative
PANC-1,WT1,0.66998845,real,negative
Hela,KO3,0.012902374,real,negative
PANC-1,WT3,0.3687433,real,negative
PANC-1,OE2,0.009198677,real,negative
Hela,WT3,0.3682698,real,negative
Hela,WT2,0.09419886,real,negative
Hela,KO1,0.019128393,real,negative
PANC-1,WT3,0.004352132,real,negative
Hela,WT3,0.010220625,real,negative
Hela,KO2,0.44470417,real,negative
Hela,KO2,0.17708169,real,negative
Hela,WT3,0.58314383,real,negative
Hela,KO1,0.5373595,real,negative
PANC-1,OE2,0.009646385,real,negative
PANC-1,WT1,0.010318263,real,negative
Hela,WT2,0.11891033,real,negative
Hela,WT2,0.011498448,real,negative
Hela,WT1,0.15929757,real,negative
Hela,WT3,0.5065607,real,negative
Hela,WT2,0.9253139,real,negative
Hela,KO3,0.058933005,real,negative
Hela,KO1,0.91072756,real,negative
PANC-1,OE3,0.025311787,real,negative
Hela,KO2,0.36144483,real,negative
PANC-1,OE3,0.41970992,real,negative
PANC-1,OE1,0.037863083,real,negative
PANC-1,WT2,0.012984655,real,negative
Hela,KO3,0.5507476,real,negative
Hela,WT1,0.2556694,real,negative
PANC-1,WT2,0.19097231,real,negative
PANC-1,OE2,0.27632716,real,negative
Hela,WT3,0.04169863,real,negative
PANC-1,OE3,0.023500014,real,negative
PANC-1,WT1,0.020248504,real,negative
PANC-1,WT1,0.007518843,real,negative
PANC-1,WT3,0.01819247,real,negative
Hela,WT2,0.007611371,real,negative
PANC-1,WT1,0.001647237,real,negative
PANC-1,OE1,0.001647872,real,negative
PANC-1,WT2,0.013060571,real,negative
PANC-1,OE3,0.005698818,real,negative
Hela,WT2,0.123484686,real,negative
PANC-1,OE1,0.017282292,real,negative
Hela,WT3,0.6943596,real,negative
Hela,WT2,0.5729607,real,negative
Hela,WT3,0.729008,real,negative
Hela,WT1,0.6345771,real,negative
PANC-1,OE2,0.19796684,real,negative
PANC-1,WT3,0.006435547,real,negative
Hela,WT3,0.4528044,real,negative
Hela,KO3,0.621485,real,negative
Hela,WT2,0.9706233,real,positive
PANC-1,OE2,0.15624198,real,negative
Hela,KO3,0.40433595,real,negative
Hela,WT3,0.3647151,real,negative
Hela,KO2,0.5581788,real,negative
Hela,KO1,0.32142216,real,negative
PANC-1,WT3,0.007760988,real,negative
PANC-1,OE2,0.015589816,real,negative
PANC-1,OE3,0.0003491,real,negative
Hela,KO3,0.04539221,real,negative
PANC-1,OE1,0.015354329,real,negative
Hela,KO1,0.9237977,real,negative
PANC-1,WT3,0.006280024,real,negative
PANC-1,WT1,0.29380342,real,negative
Hela,WT2,0.25260553,real,negative
Hela,WT3,0.659875,real,negative
PANC-1,WT2,0.010139056,real,negative
PANC-1,OE2,0.016518282,real,negative
PANC-1,WT1,0.013831728,real,negative
Hela,KO3,0.6593181,real,negative
PANC-1,WT3,0.05687862,real,negative
PANC-1,OE3,0.22487904,real,negative
PANC-1,WT1,0.000558921,real,negative
Hela,WT2,0.38138387,real,negative
PANC-1,WT1,0.16725995,real,negative
Hela,KO2,0.21711774,real,negative
PANC-1,OE2,0.001965927,real,negative
Hela,WT3,0.58086514,real,negative
Hela,KO2,0.18899882,real,negative
PANC-1,OE2,0.25039038,real,negative
PANC-1,WT1,0.075859696,real,negative
Hela,KO3,0.20966333,real,negative
PANC-1,OE1,0.22066787,real,negative
PANC-1,OE3,0.030808503,real,negative
PANC-1,OE3,0.15819699,real,negative
Hela,WT2,0.031059075,real,negative
PANC-1,WT1,0.003650208,real,negative
PANC-1,OE1,0.64894164,real,negative
PANC-1,OE2,0.014106218,real,negative
Hela,KO1,0.04560355,real,negative
Hela,KO3,0.022907726,real,negative
Hela,KO2,0.119240455,real,negative
Hela,WT3,0.8296699,real,negative
Hela,KO2,0.086133346,real,negative
PANC-1,WT3,0.025090592,real,negative
PANC-1,WT1,0.02986537,real,negative
Hela,KO2,0.6703539,real,negative
Hela,WT3,0.042067997,real,negative
PANC-1,OE2,0.69040835,real,negative
PANC-1,OE3,0.006137296,real,negative
Hela,WT2,0.000994099,real,negative
PANC-1,WT2,0.079518,real,negative
Hela,WT1,0.96421725,real,negative
Hela,KO2,0.9724327,real,positive
PANC-1,WT3,0.007974037,real,negative
PANC-1,OE3,0.00403813,real,negative
Hela,WT2,0.2642619,real,negative
Hela,WT1,0.3808553,real,negative
PANC-1,OE2,0.00792551,real,negative
PANC-1,OE1,0.039253715,real,negative
PANC-1,OE3,0.003532561,real,negative
PANC-1,OE2,0.012466772,real,negative
Hela,WT3,0.6130676,real,negative
Hela,KO1,0.053517036,real,negative
PANC-1,WT3,0.8943402,real,negative
PANC-1,WT2,0.007650847,real,negative
Hela,KO2,0.010969915,real,negative
PANC-1,OE1,0.003420892,real,negative
Hela,KO3,0.8800351,real,negative
PANC-1,OE1,0.13425437,real,negative
Hela,WT1,0.0751625,real,negative
Hela,WT3,0.18448631,real,negative
Hela,WT2,0.54815453,real,negative
PANC-1,WT3,0.011068495,real,negative
Hela,WT2,0.10458353,real,negative
Hela,KO1,0.75836134,real,negative
Hela,WT3,0.4300011,real,negative
Hela,WT2,0.6865241,real,negative
Hela,WT2,0.042201463,real,negative
Hela,KO3,0.78472894,real,negative
Hela,KO2,0.07881391,real,negative
PANC-1,OE1,0.04539057,real,negative
PANC-1,WT2,0.70189816,real,negative
Hela,WT3,0.8572907,real,negative
Hela,KO2,0.042323064,real,negative
PANC-1,OE1,0.056652706,real,negative
PANC-1,WT3,0.029373568,real,negative
PANC-1,WT2,0.34847862,real,negative
Hela,WT3,0.6860922,real,negative
Hela,WT2,0.99588203,real,positive
PANC-1,OE2,0.010612488,real,negative
PANC-1,WT2,0.003468455,real,negative
PANC-1,OE1,0.042741578,real,negative
PANC-1,OE2,0.028575571,real,negative
Hela,WT2,0.5901114,real,negative
Hela,KO2,0.16951077,real,negative
PANC-1,WT2,0.046034727,real,negative
Hela,KO1,0.3746381,real,negative
Hela,WT2,0.82907,real,negative
Hela,WT3,0.73989034,real,negative
Hela,KO3,0.43111536,real,negative
PANC-1,WT1,0.36246753,real,negative
PANC-1,WT2,0.020216284,real,negative
Hela,WT1,0.020988148,real,negative
PANC-1,WT3,0.006878297,real,negative
Hela,WT3,0.40094966,real,negative
PANC-1,OE3,0.020882042,real,negative
Hela,KO1,0.036128983,real,negative
Hela,WT2,0.73320955,real,negative
PANC-1,OE2,0.00279784,real,negative
PANC-1,OE2,0.00292423,real,negative
Hela,KO3,0.045614664,real,negative
PANC-1,WT2,0.085719764,real,negative
Hela,KO3,0.19674684,real,negative
PANC-1,OE3,0.031279203,real,negative
Hela,KO3,0.7116303,real,negative
PANC-1,WT2,0.008408814,real,negative
Hela,KO2,0.21679634,real,negative
PANC-1,WT2,0.007176322,real,negative
PANC-1,OE3,0.046415504,real,negative
PANC-1,OE2,0.19410367,real,negative
PANC-1,OE3,0.0034649,real,negative
Hela,KO2,0.24119997,real,negative
PANC-1,OE2,0.19692147,real,negative
PANC-1,WT2,0.003966434,real,negative
PANC-1,OE1,0.002946222,real,negative
Hela,WT1,0.079746604,real,negative
PANC-1,WT1,0.05661424,real,negative
PANC-1,OE2,0.08010983,real,negative
PANC-1,WT3,0.06662527,real,negative
PANC-1,OE2,0.01170617,real,negative
PANC-1,WT3,0.082651004,real,negative
Hela,WT3,0.30894503,real,negative
Hela,KO1,0.053995296,real,negative
Hela,WT3,0.6770375,real,negative
PANC-1,WT1,0.008530261,real,negative
PANC-1,WT1,0.086494595,real,negative
PANC-1,OE3,0.004826521,real,negative
PANC-1,OE2,0.016058557,real,negative
Hela,WT2,0.9648444,real,negative
Hela,WT3,0.022760917,real,negative
Hela,WT1,0.015382009,real,negative
Hela,WT3,0.039264992,real,negative
Hela,WT1,0.279102,real,negative
Hela,KO2,0.47147417,real,negative
PANC-1,OE1,0.1837306,real,negative
PANC-1,OE1,0.000848576,real,negative
PANC-1,OE2,0.001775424,real,negative
Hela,WT2,0.17169969,real,negative
Hela,WT2,0.27749792,real,negative
PANC-1,WT3,0.015189563,real,negative
Hela,KO3,0.49341148,real,negative
Hela,WT1,0.8936804,real,negative
Hela,WT2,0.048213724,real,negative
PANC-1,WT3,0.008536872,real,negative
PANC-1,OE3,0.049202558,real,negative
Hela,WT2,0.10909819,real,negative
Hela,WT2,0.11857447,real,negative
PANC-1,WT1,0.9227346,real,negative
PANC-1,OE2,0.000323705,real,negative
PANC-1,WT1,0.085613124,real,negative
PANC-1,OE2,0.014401735,real,negative
Hela,KO2,0.15457088,real,negative
PANC-1,WT2,0.002239986,real,negative
PANC-1,WT1,0.001110217,real,negative
PANC-1,WT2,0.000935695,real,negative
Hela,WT2,0.033562623,real,negative
PANC-1,OE3,0.008048138,real,negative
PANC-1,OE3,0.001852159,real,negative
Hela,KO2,0.2753571,real,negative
PANC-1,OE1,0.25878397,real,negative
Hela,KO2,0.42374206,real,negative
PANC-1,WT3,0.017200109,real,negative
Hela,KO3,0.02301185,real,negative
Hela,KO3,0.003809254,real,negative
Hela,KO2,0.94722176,real,negative
Hela,WT1,0.6945762,real,negative
PANC-1,WT1,0.004392003,real,negative
Hela,WT1,0.74804085,real,negative
PANC-1,OE2,0.2890922,real,negative
Hela,WT1,0.0712247,real,negative
PANC-1,OE2,0.029184973,real,negative
PANC-1,WT1,0.065888666,real,negative
Hela,WT1,0.025617104,real,negative
Hela,WT2,0.32580513,real,negative
Hela,WT2,0.6523413,real,negative
PANC-1,OE1,0.034268115,real,negative
PANC-1,OE3,0.5861149,real,negative
Hela,KO3,0.20906039,real,negative
Hela,KO1,0.19513282,real,negative
PANC-1,OE1,0.002356968,real,negative
Hela,KO1,0.013548415,real,negative
PANC-1,OE2,0.005345025,real,negative
Hela,WT2,0.35886914,real,negative
PANC-1,WT2,0.000412583,real,negative
Hela,WT1,0.2951061,real,negative
PANC-1,WT3,0.031714343,real,negative
PANC-1,OE2,0.056994747,real,negative
PANC-1,WT3,0.028878296,real,negative
Hela,KO2,0.35940525,real,negative
PANC-1,OE2,0.00860115,real,negative
Hela,WT2,0.8784843,real,negative
PANC-1,WT2,0.015378903,real,negative
PANC-1,WT1,0.06121996,real,negative
PANC-1,WT3,0.0833076,real,negative
Hela,KO3,0.20022853,real,negative
Hela,WT2,0.114516646,real,negative
Hela,KO1,0.17701614,real,negative
PANC-1,OE2,0.07321663,real,negative
Hela,KO1,0.45494306,real,negative
Hela,WT1,0.4092056,real,negative
Hela,KO1,0.32556856,real,negative
Hela,KO3,0.5152381,real,negative
Hela,WT1,0.21090695,real,negative
Hela,WT2,0.52161545,real,negative
PANC-1,OE1,0.013942823,real,negative
PANC-1,WT3,0.0780397,real,negative
PANC-1,OE2,0.039130528,real,negative
Hela,WT1,0.20015931,real,negative
PANC-1,OE1,0.10244725,real,negative
Hela,WT1,0.5103647,real,negative
Hela,WT3,0.11837781,real,negative
PANC-1,WT3,0.000999443,real,negative
PANC-1,WT2,0.065905616,real,negative
PANC-1,OE3,0.014432116,real,negative
PANC-1,WT2,0.004266504,real,negative
Hela,WT3,0.51357585,real,negative
Hela,WT2,0.008450536,real,negative
Hela,WT2,0.049391318,real,negative
PANC-1,WT2,0.000485003,real,negative
PANC-1,WT1,0.39155677,real,negative
Hela,KO1,0.04302061,real,negative
Hela,WT3,0.114903495,real,negative
Hela,WT2,0.8042215,real,negative
Hela,WT3,0.86024195,real,negative
Hela,WT2,0.03803899,real,negative
PANC-1,OE1,0.022755895,real,negative
Hela,KO3,0.06885039,real,negative
Hela,WT2,0.20373729,real,negative
Hela,WT3,0.7941485,real,negative
Hela,KO2,0.98734236,real,negative
Hela,WT1,0.027387949,real,negative
Hela,KO3,0.05995687,real,negative
PANC-1,OE3,0.05476056,real,negative
Hela,WT1,0.5861334,real,negative
PANC-1,WT2,0.012946826,real,negative
Hela,KO2,0.32269728,real,negative
Hela,KO2,0.59647727,real,negative
PANC-1,WT3,0.07186578,real,negative
Hela,KO1,0.03927121,real,negative
PANC-1,WT2,0.29264346,real,negative
PANC-1,WT1,0.26896656,real,negative
Hela,WT1,0.052023605,real,negative
Hela,KO2,0.002363024,real,negative
PANC-1,OE3,0.04709727,real,negative
Hela,WT3,0.9134321,real,negative
Hela,WT3,0.062066887,real,negative
PANC-1,WT3,0.005339017,real,negative
PANC-1,WT3,0.000296953,real,negative
PANC-1,OE1,0.07606588,real,negative
PANC-1,OE1,0.003011201,real,negative
Hela,WT3,0.7532405,real,negative
Hela,WT3,0.18711706,real,negative
Hela,KO2,0.2894397,real,negative
Hela,WT2,0.55663747,real,negative
Hela,WT2,0.26445448,real,negative
Hela,WT2,0.95867395,real,negative
PANC-1,WT1,0.17086773,real,negative
Hela,WT1,0.20409349,real,negative
PANC-1,WT1,0.002421531,real,negative
PANC-1,WT2,0.004451233,real,negative
Hela,KO2,0.16260082,real,negative
PANC-1,WT2,0.03044124,real,negative
PANC-1,OE1,0.24595234,real,negative
Hela,KO3,0.14989112,real,negative
Hela,WT3,0.5488072,real,negative
Hela,WT2,0.059248418,real,negative
PANC-1,OE1,0.37101474,real,negative
Hela,KO1,0.47754124,real,negative
PANC-1,WT2,0.004451026,real,negative
Hela,WT2,0.54652286,real,negative
Hela,KO1,0.7901206,real,negative
Hela,WT3,0.88168466,real,negative
PANC-1,WT3,0.000579654,real,negative
Hela,WT2,0.13635173,real,negative
PANC-1,WT2,0.16202663,real,negative
PANC-1,OE3,0.002348397,real,negative
Hela,KO2,0.97815835,real,negative
PANC-1,WT3,0.058457896,real,negative
Hela,WT2,0.000761238,real,negative
Hela,KO3,0.055928517,real,negative
PANC-1,WT1,0.009331641,real,negative
PANC-1,OE1,0.51920575,real,negative
Hela,WT2,0.08843838,real,negative
PANC-1,OE3,0.069389634,real,negative
PANC-1,WT1,0.03159948,real,negative
Hela,KO3,0.29061785,real,negative
PANC-1,OE2,0.022799395,real,negative
PANC-1,WT3,0.009101051,real,negative
Hela,KO1,0.73417634,real,negative
Hela,KO3,0.022401445,real,negative
Hela,KO3,0.9324714,real,negative
Hela,WT2,0.06810569,real,negative
PANC-1,OE2,0.57914585,real,positive
Hela,KO2,0.9698674,real,negative
PANC-1,WT1,0.009959276,real,negative
Hela,WT3,0.24872562,real,negative
Hela,KO3,0.20595136,real,negative
Hela,WT3,0.1197137,real,negative
Hela,KO1,0.005661151,real,negative
Hela,WT1,0.07909154,real,negative
PANC-1,OE3,0.039450318,real,negative
PANC-1,WT2,0.058851752,real,negative
PANC-1,WT2,0.036743753,real,negative
Hela,WT1,0.7457782,real,negative
PANC-1,WT2,0.29037023,real,negative
Hela,KO3,0.81988746,real,negative
PANC-1,WT3,0.02106986,real,negative
PANC-1,WT2,0.016625,real,negative
PANC-1,OE1,0.010022694,real,negative
PANC-1,OE2,0.00262516,real,negative
Hela,KO1,0.006660446,real,negative
PANC-1,OE1,0.093689345,real,negative
Hela,KO1,0.028789965,real,negative
Hela,WT2,0.07583122,real,negative
PANC-1,WT3,0.266149,real,negative
Hela,WT3,0.9655386,real,negative
Hela,KO3,0.19942021,real,negative
PANC-1,OE2,0.1761103,real,negative
Hela,KO2,0.013816009,real,negative
PANC-1,OE1,0.7359148,real,negative
Hela,WT1,0.42283055,real,negative
PANC-1,WT3,0.001115443,real,negative
PANC-1,OE1,0.001575058,real,negative
Hela,WT1,0.30182567,real,negative
Hela,KO3,0.33287892,real,negative
Hela,KO1,0.42012605,real,negative
Hela,WT2,0.18805078,real,negative
Hela,KO1,0.47760597,real,negative
PANC-1,OE1,0.20458977,real,negative
PANC-1,WT1,0.05477055,real,negative
PANC-1,OE1,0.04422096,real,negative
Hela,WT3,0.030491732,real,negative
Hela,KO3,0.02616129,real,negative
Hela,KO2,0.02035721,real,negative
PANC-1,WT2,0.001163355,real,negative
Hela,KO1,0.14633816,real,negative
Hela,KO1,0.087584935,real,negative
PANC-1,OE1,0.0387597,real,negative
PANC-1,WT3,0.048095483,real,negative
Hela,WT1,0.052670702,real,negative
PANC-1,OE3,0.001615794,real,negative
Hela,WT1,0.9875344,real,negative
Hela,KO2,0.12842037,real,negative
Hela,KO1,0.6127513,real,negative
PANC-1,OE3,0.18797049,real,negative
PANC-1,WT2,0.009844157,real,negative
Hela,KO2,0.038055822,real,negative
PANC-1,OE3,0.006942441,real,negative
Hela,KO1,0.9746036,real,negative
PANC-1,WT2,0.05391512,real,negative
Hela,WT3,0.43811065,real,negative
Hela,WT2,0.024177458,real,negative
Hela,WT2,0.9160876,real,negative
PANC-1,WT2,0.039254554,real,negative
Hela,KO3,0.4148895,real,negative
PANC-1,WT3,0.018825466,real,negative
PANC-1,WT3,0.18192996,real,negative
PANC-1,OE2,0.41484627,real,negative
PANC-1,WT3,0.000505547,real,negative
PANC-1,OE3,0.010406944,real,negative
Hela,WT3,0.004172701,real,negative
Hela,KO3,0.71605283,real,negative
PANC-1,WT2,0.019898698,real,negative
Hela,KO2,0.9063813,real,negative
PANC-1,OE2,0.04420028,real,negative
PANC-1,OE1,0.042508703,real,negative
PANC-1,WT2,0.075902715,real,negative
PANC-1,OE1,0.000779135,real,negative
PANC-1,OE1,0.011089493,real,negative
PANC-1,OE1,0.035500117,real,negative
PANC-1,WT3,0.097884305,real,negative
PANC-1,WT3,0.012950379,real,negative
PANC-1,WT2,0.92569506,real,negative
Hela,WT2,0.15295488,real,negative
Hela,KO3,0.47348538,real,negative
PANC-1,OE2,0.013121314,real,negative
PANC-1,WT1,0.018806703,real,negative
